Date,VMName,UsedDiskSpaceGB,HardDiskCount,HardDiskData,TotalDiskSpaceGB
Tuesday-August-3,vse-Hamd (7e683317-9d42-490d-aeaa-917b77577ce6)-0,N/A,2,"HD#1: 0.57 GB, HD#2: 0.5 GB",1.07
Tuesday-August-3,vse-venus-alexandria (f675cded-711e-4a22-bd51-1524a850f661)-0,N/A,2,"HD#1: 0.57 GB, HD#2: 0.5 GB",1.07
Tuesday-August-3,vse-Future-ERP-Edge-New (fd1668ba-fb29-442b-af13-84b259b14191)-0,N/A,2,"HD#1: 0.57 GB, HD#2: 0.5 GB",1.07
Tuesday-August-3,vse-IGI (71406d74-8aa6-4f9d-8b98-4703ec25c2c6)-0,N/A,2,"HD#1: 0.57 GB, HD#2: 0.5 GB",1.07
Tuesday-August-3,vse-Developers-Edg (11641040-df75-423a-8c7d-70cd44f84c78)-0,N/A,2,"HD#1: 0.57 GB, HD#2: 0.5 GB",1.07
Tuesday-August-3,vse-Edge-Reyada-New (4b7fca73-588f-4f03-ae24-0360538272b2)-0,N/A,2,"HD#1: 0.57 GB, HD#2: 0.5 GB",1.07
Tuesday-August-3,vse-kuwait (8589cebd-4ad3-49d7-859a-17cd4189a086)-0,N/A,2,"HD#1: 0.57 GB, HD#2: 0.5 GB",1.07
Tuesday-August-3,vse-karim-test (3b5e3e22-1ab3-4c5b-85ff-e34e3544e466)-0,N/A,2,"HD#1: 0.57 GB, HD#2: 0.5 GB",1.07
Tuesday-August-3,vse-ELbatal (86554aa4-be8b-4aeb-9084-675da6a39c49)-0,N/A,2,"HD#1: 0.57 GB, HD#2: 0.5 GB",1.07
Tuesday-August-3,vse-nada (35b6a75e-6362-4f02-a66b-84221f17b44c)-0,N/A,2,"HD#1: 0.57 GB, HD#2: 0.5 GB",1.07
Tuesday-August-3,Alfa-DAXAOS-LhCj,N/A,1,HD#1: 300 GB,300
Tuesday-August-3,Developer-VM5-BhRt,N/A,1,HD#1: 256 GB,256
Tuesday-August-3,Developers-VM7-kKia,N/A,1,HD#1: 100 GB,100
Tuesday-August-3,adobe-document-2gal,N/A,1,HD#1: 178 GB,178
Tuesday-August-3,LEADERS-COIN+RETAIL-T2mK,N/A,1,HD#1: 350 GB,350
Tuesday-August-3,ACT-VM-03-igWB,N/A,1,HD#1: 500 GB,500
Tuesday-August-3,Demo-Ikjw,N/A,1,HD#1: 250 GB,250
Tuesday-August-3,Family-Corp-ERP-DEV-pHPo,N/A,1,HD#1: 300 GB,300
Tuesday-August-3,venus-2-WYQO,N/A,1,HD#1: 300 GB,300
Tuesday-August-3,LedersSTA-SQL01-JuYQ,N/A,1,HD#1: 700 GB,700
Tuesday-August-3,DP-Solman-4AXz,N/A,2,"HD#1: 60 GB, HD#2: 714 GB",774
Tuesday-August-3,Leaders-FUTUREN-ELXx,N/A,1,HD#1: 200 GB,200
Tuesday-August-3,ELDoha-2eTo,N/A,1,HD#1: 180 GB,180
Tuesday-August-3,Alfa-SQL-Server-qecU,N/A,2,"HD#1: 400 GB, HD#2: 100 GB",500
Tuesday-August-3,DP-Jump-Machine-LYHf,N/A,2,"HD#1: 100 GB, HD#2: 300 GB",400
Tuesday-August-3,Esxi-02-2m2u,N/A,2,"HD#1: 80 GB, HD#2: 420 GB",500
Tuesday-August-3,venus-1-j62Y,N/A,1,HD#1: 300 GB,300
Tuesday-August-3,Developer-VM4-4Uso,N/A,1,HD#1: 160 GB,160
Tuesday-August-3,DP-S4H-APP-QAS-PRxw,N/A,2,"HD#1: 60 GB, HD#2: 815 GB",875
Tuesday-August-3,Family-Corp-ERP-QAS-jG26,N/A,2,"HD#1: 100 GB, HD#2: 74 GB",174
Tuesday-August-3,Esxi-01-Bgfe,N/A,2,"HD#1: 80 GB, HD#2: 420 GB",500
Tuesday-August-3,Gabr-VM-OhJC,N/A,1,HD#1: 200 GB,200
Tuesday-August-3,vcenter1-qSqL,N/A,1,HD#1: 128 GB,128
Tuesday-August-3,Leaders-STA-8-0mRF,N/A,1,HD#1: 200 GB,200
Tuesday-August-3,Liptis-Windows-7oXx,N/A,1,HD#1: 300 GB,300
Tuesday-August-3,LEADERS-SUNRISE-QrlC,N/A,1,HD#1: 500 GB,500
Tuesday-August-3,my-domain-IhLX,N/A,1,HD#1: 100 GB,100
Tuesday-August-3,Family-Corp-RDP-7wzY,N/A,2,"HD#1: 80 GB, HD#2: 200 GB",280
Tuesday-August-3,ACT-01-cFSc,N/A,2,"HD#1: 100 GB, HD#2: 400 GB",500
Tuesday-August-3,machine1-kuet,N/A,1,HD#1: 250 GB,250
Tuesday-August-3,Family-Odoo-Mfv6,N/A,1,HD#1: 100 GB,100
Tuesday-August-3,FEM-001-SbZt,N/A,1,HD#1: 40 GB,40
Tuesday-August-3,venus-Database-KNXi,N/A,2,"HD#1: 100 GB, HD#2: 300 GB",400
Tuesday-August-3,IscsiStorage-FACr,N/A,2,"HD#1: 80 GB, HD#2: 2048 GB",2128
Tuesday-August-3,Concrete-1-kweI,N/A,1,HD#1: 150 GB,150
Tuesday-August-3,DP-S4H-APP-DEV-IWVB,N/A,2,"HD#1: 60 GB, HD#2: 815 GB",875
Tuesday-August-3,Alfa-Test-uCQi,N/A,1,HD#1: 80 GB,80
Tuesday-August-3,Egypt-Cables-5001-sRfn,N/A,1,HD#1: 340 GB,340
Tuesday-August-3,LEADERS-DB FUTURERS+FUTURAHK-Bqjv,N/A,1,HD#1: 400 GB,400
Tuesday-August-3,Family-Corp-HANA-QAS-Q6kF,N/A,2,"HD#1: 100 GB, HD#2: 590 GB",690
Tuesday-August-3,ACT-VM-04-h3lb,N/A,1,HD#1: 500 GB,500
Tuesday-August-3,Future-ERP-System-5Phq-r3lw,N/A,3,"HD#1: 380 GB, HD#2: 120 GB, HD#3: 380 GB",880
Tuesday-August-3,Developer-VM3-9Ioi,N/A,1,HD#1: 160 GB,160
