"Date","VMName","UsedDiskSpaceGB","HardDiskCount","HardDiskData","TotalDiskSpaceGB","ProvisionedSpaceGB"
"Friday October 8","EL-DoctorFortiGate-VM64","7.54","2","HD#1: 2 GB, HD#2: 100 GB","102","106.08573793806135654449462891"
"Friday October 8","solex-S4-HANA-R5OJ-9/29","1525.75","2","HD#1: 200 GB, HD#2: 774 GB","974","2404.1116111241281032562255859"
"Friday October 8","Diyaa-Lap","65.83","1","HD#1: 100 GB","100","116.08515502698719501495361328"
"Friday October 8","Misr-Newvm","54.29","1","HD#1: 100 GB","100","108.08220518752932548522949219"
"Friday October 8","NFS-Server-Nexcloud","512.09","1","HD#1: 500 GB","500","512.09306336566805839538574218"
"Friday October 8","jump-hamd","17.83","1","HD#1: 300 GB","300","308.08647727314382791519165039"
"Friday October 8","Frank-MBX","43.73","1","HD#1: 100 GB","100","132.21883438434451818466186524"
"Friday October 8","NFS-NEXTCLOUD-01","5.14","1","HD#1: 500 GB","500","508.21346822753548622131347656"
"Friday October 8","Misr-MagentoDB1","28.28","1","HD#1: 512 GB","512","520.09376299567520618438720704"
"Friday October 8","ALFA-DAXRPT-COPY","621.37","1","HD#1: 650 GB","650","666.21318894438445568084716797"
"Friday October 8","Frank-WP-WebSite","44.24","1","HD#1: 300 GB","300","342.59691124968230724334716797"
"Friday October 8","WorldPosta-WebSite","13.23","1","HD#1: 200 GB","200","216.19734252709895372390747070"
"Friday October 8","jump-ahmed","74.42","1","HD#1: 500 GB","500","508.08631187770515680313110352"
"Friday October 8","frank-veeamone","45.22","1","HD#1: 200 GB","200","220.09344994276762008666992187"
"Friday October 8","centos-kibana","14.16","1","HD#1: 500 GB","500","508.08479734882712364196777344"
"Friday October 8","Jump-Server-Karim","197.04","1","HD#1: 700 GB","700","716.08688766043633222579956055"
"Friday October 8","sofos_virtual_vm8","29.90","2","HD#1: 16 GB, HD#2: 80 GB","96","100.07937368098646402359008789"
"Friday October 8","Jump-Server-Moataz","27.44","1","HD#1: 100 GB","100","116.08622098341584205627441407"
"Friday October 8","Mis-Additioanal Domain","23.78","1","HD#1: 50 GB","50","54.082166651263833045959472656"
"Friday October 8","Misr-MTBIDEVAPP","147.03","2","HD#1: 500 GB, HD#2: 10 GB","510","580.10233720578253269195556640"
"Friday October 8","Misr-Web Server-copy","52.16","1","HD#1: 80 GB","80","84.08234256785362958908081055"
"Friday October 8","jump-gabr","216.09","1","HD#1: 200 GB","200","216.08706431277096271514892578"
"Friday October 8","WP-Messanger-DB-WIN .72","31.28","1","HD#1: 500 GB","500","510.21776332240551710128784180"
"Friday October 8","WP-OdOO","14.77","1","HD#1: 200 GB","200","202.19734862167388200759887695"
"Friday October 8","tiba group","11.37","1","HD#1: 500 GB","500","516.22133482713252305984497070"
"Friday October 8","Misr-CARPRDDB","2216.14","2","HD#1: 10 GB, HD#2: 1800 GB","1810","2216.1421676594763994216918946"
"Friday October 8","ERP-DEV-sQmN","65.66","1","HD#1: 300 GB","300","324.21219908073544502258300781"
"Friday October 8","Frank-tools01.Roaya.loc_replica","70.95","1","HD#1: 500.00 GB","500","596.15814815275371074676513672"
"Friday October 8","MISR-MTBIDEVDB","1072.74","2","HD#1: 1300 GB, HD#2: 10 GB","1310","1510.1181063875555992126464843"
"Friday October 8","vROps-Tenant-App-for-vCD-2.3.0.33067-14826907","20.71","3","HD#1: 12 GB, HD#2: 60 GB, HD#3: 15 GB","87","95.08141431584954261779785156"
"Friday October 8","MISR-TSMS","56.11","1","HD#1: 60 GB","60","68.086843367666006088256835938"
"Friday October 8","IGI-Testing1","52.08","1","HD#1: 50 GB","50","52.078360891900956630706787109"
"Friday October 8","Misr-TestDB","11.59","1","HD#1: 100 GB","100","104.08198248781263828277587891"
"Friday October 8","Mis-Prod-APP-copy","2280.69","3","HD#1: 100 GB, HD#2: 200 GB, HD#3: 1748 GB","2048","2304.1425562370568513870239257"
"Friday October 8","shared iso","13.52","1","HD#1: 300 GB","300","308.21294179372489452362060547"
"Friday October 8","Sap Router","20.00","1","HD#1: 20 GB","20","24.192958207800984382629394531"
"Friday October 8","Frank-OfficeOnline02","69.85","1","HD#1: 100 GB","100","125.08632909599691629409790039"
"Friday October 8","Frank-Wsus-new","327.18","2","HD#1: 80 GB, HD#2: 500 GB","580","600.08632122166454792022705078"
"Friday October 8","el batal crm","75.59","1","HD#1: 340 GB","340","372.20171984191983938217163086"
"Friday October 8","AWS-SMS-Connector","299.00","5","HD#1: 16 GB, HD#2: 8 GB, HD#3: 4 GB, HD#4: 250 GB, HD#5: 21.00 GB","299","301.19339378457516431808471679"
"Friday October 8","Frank-OfficeOnline01","79.99","1","HD#1: 100 GB","100","125.08792469836771488189697265"
"Friday October 8","WP-Messanger-Centos .73-copy","23.68","1","HD#1: 1024 GB","1024","1032.2136428141966462135314942"
"Friday October 8","J-S-Peter","116.09","1","HD#1: 100 GB","100","116.08647709246724843978881836"
"Friday October 8","Elbatal-newcrm","59.32","1","HD#1: 170 GB","170","202.08981311321258544921875000"
"Friday October 8","test sophos","174.89","1","HD#1: 200 GB","200","208.08793927170336246490478515"
"Friday October 8","MISR-CARQASAPP","198.92","1","HD#1: 1024 GB","1024","1160.1300390949472784996032715"
"Friday October 8","J-S-Hamd","10.57","1","HD#1: 100 GB","100","116.21397759579122066497802734"
"Friday October 8","infected ihpgco Kuwait Windows (ransomware)","69.67","1","HD#1: 250 GB","250","254.21037761401385068893432617"
"Friday October 8","ASFOUR-machine1","176.10","1","HD#1: 160 GB","160","176.10112001653760671615600586"
"Friday October 8","Sama","31.68","1","HD#1: 200 GB","200","208.08677222020924091339111328"
"Friday October 8","VMware vCenter Server Appliance 6.7-Witness","32.18","13","HD#1: 12 GB, HD#2: 1.66 GB, HD#3: 50 GB, HD#4: 100 GB, HD#5: 25 GB, HD#6: 50 GB, HD#7: 25 GB, HD#8: 500 GB, HD#9: 10 GB, HD#10: 25 GB, HD#11: 25 GB, HD#12: 100 GB, HD#13: 200 GB","1123.66","1155.7922526141628623008728027"
"Friday October 8","NFS-nextcloud-2021","28.86","1","HD#1: 500 GB","500","512.09271857049316167831420898"
"Friday October 8","Jump-server-Abdo","204.36","1","HD#1: 600 GB","600","616.08638961520045995712280273"
"Friday October 8","HAProxy","5.88","1","HD#1: 300 GB","300","316.19699565134942531585693359"
"Friday October 8","Misr-ERPQASDB","1067.00","1","HD#1: 3072 GB","3072","3352.1261543016880750656127930"
"Friday October 8","WP-Syslog-New","20.90","1","HD#1: 1024 GB","1024","1040.2139665288850665092468262"
"Friday October 8","Identity Server-Dev","25.64","1","HD#1: 100 GB","100","106.21060530375689268112182617"
"Friday October 8","Real-ip","13.79","1","HD#1: 100 GB","100","116.21298116911202669143676757"
"Friday October 8","Frank-RODC-01","52.76","1","HD#1: 100 GB","100","116.08651359658688306808471680"
"Friday October 8","next-cloud-NFS-server","45.10","1","HD#1: 500 GB","500","552.58994609024375677108764649"
"Friday October 8","Misr-MagentoWeb1","17.98","1","HD#1: 256 GB","256","264.09374678693711757659912110"
"Friday October 8","Misr-ENTERPRISESRV","1074.10","1","HD#1: 1024 GB","1024","1074.1036846563220024108886719"
"Friday October 8","Frank-EventLog","3094.92","1","HD#1: 4024 GB","4024","4032.0862537818029522895812989"
"Friday October 8","RADUIS-Server","31.36","1","HD#1: 100 GB","100","108.09009007550776004791259766"
"Friday October 8","Mis-CAR-PRD APP Server","95.60","1","HD#1: 2048 GB","2048","2080.0943586453795433044433594"
"Friday October 8","Misr-SQL-Instance","781.23","1","HD#1: 1024 GB","1024","1280.2058436777442693710327148"
"Friday October 8","Misr-MagentoDB2","28.04","1","HD#1: 512 GB","512","520.09374590124934911727905274"
"Friday October 8","temp-v","200.00","1","HD#1: 200 GB","200","208.21226718183606863021850586"
"Friday October 8","MISR-NFS","11737.77","2","HD#1: 50 GB, HD#2: 13312 GB","13362","13366.085995722562074661254883"
"Friday October 8","Frank-DNS-MGMNT","53.32","2","HD#1: 100 GB, HD#2: 50 GB","150","166.08790221251547336578369140"
"Friday October 8","openmange-Idrace-Managment","428.60","1","HD#1: 412.51 GB","412.51","428.59512121975421905517578125"
"Friday October 8","Frank-Roaya-WebSite","24.51","1","HD#1: 300 GB","300","308.08589135296642780303955078"
"Friday October 8","vcenter-clone","183.25","13","HD#1: 12 GB, HD#2: 1.66 GB, HD#3: 50 GB, HD#4: 100 GB, HD#5: 25 GB, HD#6: 50 GB, HD#7: 25 GB, HD#8: 500 GB, HD#9: 10 GB, HD#10: 25 GB, HD#11: 25 GB, HD#12: 100 GB, HD#13: 200 GB","1123.66","1171.8930753292515873908996582"
"Friday October 8","Mis-CAR-PRD DB Server","2748.93","1","HD#1: 2048 GB","2048","4183.3312984490767121315002442"
"Friday October 8","VMware vCenter Server Appliance 6.7-Passive","362.32","13","HD#1: 12 GB, HD#2: 1.66 GB, HD#3: 50 GB, HD#4: 100 GB, HD#5: 25 GB, HD#6: 50 GB, HD#7: 25 GB, HD#8: 500 GB, HD#9: 10 GB, HD#10: 25 GB, HD#11: 25 GB, HD#12: 100 GB, HD#13: 200 GB","1123.66","1454.7623536521568894386291504"
"Friday October 8","Misr-Testapp","11.74","1","HD#1: 100 GB","100","104.08197442069649696350097656"
"Friday October 8","Alfa-DAXRDS-yhsv-Copy","107.96","1","HD#1: 250 GB","250","282.09585548751056194305419922"
"Friday October 8","Misr-e-commerce","158.09","1","HD#1: 150 GB","150","158.08583066146820783615112304"
"Friday October 8","MIS-CRM-PRD DB Server","630.62","3","HD#1: 100 GB, HD#2: 200 GB, HD#3: 1700 GB","2000","2192.1419642325490713119506836"
"Friday October 8","nextcloud-nfs","4.29","1","HD#1: 500 GB","500","508.21271698828786611557006836"
"Friday October 8","IGI-AX-app","24.26","1","HD#1: 50 GB","50","52.085933295078575611114501953"
