"Date","VMName","UsedDiskSpaceGB","HardDiskCount","HardDiskData","TotalDiskSpaceGB","ProvisionedSpaceGB"
"Sunday September 12","clone-nextcloud-dev-new-production","329.66","1","HD#1: 500 GB","500","818.1461502173915505409240723"
"Sunday September 12","IGI-Testing1","52.08","1","HD#1: 50 GB","50","52.078360821120440959930419922"
"Sunday September 12","IGI-AX DB","47.06","1","HD#1: 200 GB","200","202.08165438193827867507934571"
"Sunday September 12","Elbatal-newcrm","53.40","1","HD#1: 170 GB","170","202.08921798784285783767700196"
"Sunday September 12","Misr-TestDB","10.76","1","HD#1: 100 GB","100","104.08143803849816322326660156"
"Sunday September 12","Misr-MagentoDB1","26.66","1","HD#1: 512 GB","512","520.09391454793512821197509766"
"Sunday September 12","Misr-MagentoDB2","26.47","1","HD#1: 512 GB","512","520.09374419227242469787597657"
"Sunday September 12","Misr-MagentoWeb1","16.43","1","HD#1: 256 GB","256","264.09415414463728666305541992"
"Sunday September 12","Frank-Roaya-WebSite","24.53","1","HD#1: 300 GB","300","308.08490187861025333404541015"
"Sunday September 12","Frank-WP-WebSite","44.24","1","HD#1: 300 GB","300","342.59607462212443351745605469"
"Sunday September 12","Sap Router","24.08","1","HD#1: 20 GB","20","24.081062011420726776123046875"
"Sunday September 12","Misr-MagentoWeb2","18.50","1","HD#1: 256 GB","256","264.09316177573055028915405274"
"Sunday September 12","Solex-demo-ectr","590.34","6","HD#1: 70 GB, HD#2: 250 GB, HD#3: 40 GB, HD#4: 20 GB, HD#5: 20 GB, HD#6: 450 GB","850","850.1013181107118725776672363"
"Sunday September 12","Cloud Connector","24.08","1","HD#1: 20 GB","20","24.081352472305297851562500000"
"Sunday September 12","SOLEX-SOLMAN-JAVA","123.51","1","HD#1: 300 GB","300","332.06160974130034446716308594"
"Sunday September 12","test sophos","196.07","2","HD#1: 200 GB, HD#2: 40 GB","240","248.08652450144290924072265625"
"Sunday September 12","ALFA-DAXRPT-COPY","633.27","1","HD#1: 650 GB","650","666.21661805361509323120117187"
"Sunday September 12","Jump-server-Abdo","181.31","1","HD#1: 500 GB","500","516.08623292576521635055541992"
"Sunday September 12","Mis-SAP-H-DB","1181.31","3","HD#1: 2500 GB, HD#2: 1843.20 GB, HD#3: 1843.20 GB","6186.4","6536.5381434271112084388732910"
"Sunday September 12","MISR-TSMS","55.23","1","HD#1: 60 GB","60","68.086476940661668777465820313"
"Sunday September 12","Jump-Server-Moataz","27.43","1","HD#1: 100 GB","100","116.08631169237196445465087891"
"Sunday September 12","Mis-Prod-APP-copy","2293.83","3","HD#1: 100 GB, HD#2: 200 GB, HD#3: 1748 GB","2048","2304.1425463855266571044921875"
"Sunday September 12","Misr-ERPPRDDB","3513.06","1","HD#1: 3072 GB","3072","3772.1785040674731135368347168"
"Sunday September 12","RADUIS-Server","30.46","1","HD#1: 100 GB","100","108.08904000930488109588623047"
"Sunday September 12","Mis-CAR-PRD APP Server","95.36","1","HD#1: 2048 GB","2048","2080.0944735771045088768005371"
"Sunday September 12","sofos_virtual_vm8","24.93","2","HD#1: 16 GB, HD#2: 80 GB","96","100.07935318537056446075439453"
"Sunday September 12","el batal crm","107.56","1","HD#1: 340 GB","340","372.09009078238159418106079101"
"Sunday September 12","AWS-SMS-Connector","299.00","5","HD#1: 16 GB, HD#2: 8 GB, HD#3: 4 GB, HD#4: 250 GB, HD#5: 21.00 GB","299","301.19339378457516431808471679"
"Sunday September 12","Mis-Manage","60.12","2","HD#1: 50 GB, HD#2: 500 GB","550","554.08011293038725852966308594"
"Sunday September 12","MIS-CRM-PRD APP Server","426.78","3","HD#1: 1700 GB, HD#2: 100 GB, HD#3: 200 GB","2000","2096.1413749549537897109985352"
"Sunday September 12","VMware vCenter Server Appliance 6.7-Witness","31.13","13","HD#1: 12 GB, HD#2: 1.66 GB, HD#3: 50 GB, HD#4: 100 GB, HD#5: 25 GB, HD#6: 50 GB, HD#7: 25 GB, HD#8: 500 GB, HD#9: 10 GB, HD#10: 25 GB, HD#11: 25 GB, HD#12: 100 GB, HD#13: 200 GB","1123.66","1123.7382884463295340538024902"
"Sunday September 12","centos-kibana","14.16","1","HD#1: 500 GB","500","508.08479713648557662963867188"
"Sunday September 12","EU1FE3113","285.56","1","HD#1: 500 GB","500","532.09449926298111677169799805"
"Sunday September 12","ERP-DEV-sQmN","65.66","1","HD#1: 300 GB","300","324.21219908073544502258300781"
"Sunday September 12","EU1FE9333","227.10","2","HD#1: 500 GB, HD#2: 500 GB","1000","1032.0939493207260966300964355"
"Sunday September 12","Frank-ADC-02","42.37","1","HD#1: 100 GB","100","116.08650099020451307296752930"
"Sunday September 12","WorldPosta-WebSite","13.23","1","HD#1: 200 GB","200","216.19734254851937294006347656"
"Sunday September 12","tiba group","11.37","1","HD#1: 500 GB","500","516.22133482713252305984497070"
"Sunday September 12","EU1FE3110","326.07","1","HD#1: 500 GB","500","532.09518674947321414947509765"
"Sunday September 12","frank-veeamone","44.72","1","HD#1: 200 GB","200","220.09338345564901828765869140"
"Sunday September 12","Jump-Nada","43.67","1","HD#1: 200 GB","200","208.08676771540194749832153321"
"Sunday September 12","Jump-Server-MAli","34.90","1","HD#1: 100 GB","100","116.08636186271905899047851563"
"Sunday September 12","temp-v","200.00","1","HD#1: 200 GB","200","208.21226718183606863021850586"
"Sunday September 12","Frank-KSE-SQL","70.29","1","HD#1: 250 GB","250","266.08656739722937345504760742"
"Sunday September 12","shared iso","13.52","1","HD#1: 300 GB","300","308.21294185519218444824218750"
"Sunday September 12","Jump-Server-Karim","190.34","1","HD#1: 700 GB","700","716.08680675737559795379638672"
"Sunday September 12","Misr-e-commerce","158.09","1","HD#1: 150 GB","150","158.08583066146820783615112304"
