"Date","VMName","UsedDiskSpaceGB","HardDiskCount","HardDiskData","TotalDiskSpaceGB","ProvisionedSpaceGB"
"Friday August 20","Sap Router","24.08","1","HD#1: 20 GB","20","24.081059881485998630523681641"
"Friday August 20","Solex-demo-ectr","584.71","6","HD#1: 70 GB, HD#2: 250 GB, HD#3: 40 GB, HD#4: 20 GB, HD#5: 20 GB, HD#6: 450 GB","850","850.1012426251545548439025879"
"Friday August 20","Cloud Connector","24.08","1","HD#1: 20 GB","20","24.081350489519536495208740234"
"Friday August 20","SOLEX-SOLMAN-JAVA","123.15","1","HD#1: 300 GB","300","332.06113157887011766433715821"
"Friday August 20","test sophos","165.83","1","HD#1: 200 GB","200","208.08610340859740972518920898"
"Friday August 20","ALFA-DAXRPT-COPY","324.80","1","HD#1: 650 GB","650","845.6054955199360847473144531"
"Friday August 20","Jump-server-Abdo","163.30","1","HD#1: 500 GB","500","516.08664830680936574935913086"
"Friday August 20","Mis-SAP-H-DB","1746.69","3","HD#1: 2500 GB, HD#2: 1843.20 GB, HD#3: 1843.20 GB","6186.4","6536.5381369106471538543701172"
"Friday August 20","MISR-TSMS","55.47","1","HD#1: 60 GB","60","68.085998576134443283081054688"
"Friday August 20","Jump-Server-Moataz","27.43","1","HD#1: 100 GB","100","116.08621089626103639602661133"
"Friday August 20","Mis-Prod-APP-copy","441.62","3","HD#1: 100 GB, HD#2: 200 GB, HD#3: 1748 GB","2048","2336.3965309644117951393127441"
"Friday August 20","Misr-ERPPRDDB","2101.92","1","HD#1: 3072 GB","3072","3914.3841124987229704856872559"
"Friday August 20","RADUIS-Server","31.51","1","HD#1: 100 GB","100","108.08735788520425558090209961"
"Friday August 20","Mis-CAR-PRD APP Server","95.20","1","HD#1: 2048 GB","2048","2080.0944705298170447349548340"
"Friday August 20","frank-d35","4435.40","6","HD#1: 200 GB, HD#2: 2048 GB, HD#3: 2048 GB, HD#4: 2048 GB, HD#5: 2048 GB, HD#6: 200 GB","8592","8616.094214368611574172973633"
"Friday August 20","sofos_virtual_vm8","17.35","2","HD#1: 16 GB, HD#2: 80 GB","96","100.07935084030032157897949219"
"Friday August 20","el batal crm","153.01","1","HD#1: 340 GB","340","454.24752437975257635116577148"
"Friday August 20","AWS-SMS-Connector","299.00","5","HD#1: 16 GB, HD#2: 8 GB, HD#3: 4 GB, HD#4: 250 GB, HD#5: 21.00 GB","299","301.19339371100068092346191406"
"Friday August 20","Mis-Manage","59.65","2","HD#1: 50 GB, HD#2: 500 GB","550","554.08085511811077594757080079"
"Friday August 20","MIS-CRM-PRD APP Server","426.45","3","HD#1: 1700 GB, HD#2: 100 GB, HD#3: 200 GB","2000","2096.1413508271798491477966309"
