"Date","VMName","UsedDiskSpaceGB","HardDiskCount","HardDiskData","TotalDiskSpaceGB","ProvisionedSpaceGB"
"Friday September 10","clone-nextcloud-dev-new-production","329.27","1","HD#1: 500 GB","500","818.1461502173915505409240723"
"Friday September 10","IGI-Testing1","52.08","1","HD#1: 50 GB","50","52.078360821120440959930419922"
"Friday September 10","IGI-AX DB","47.06","1","HD#1: 200 GB","200","202.08165438193827867507934571"
"Friday September 10","Elbatal-newcrm","50.36","1","HD#1: 170 GB","170","202.08921580947935581207275391"
"Friday September 10","Misr-TestDB","10.52","1","HD#1: 100 GB","100","104.08143782615661621093750000"
"Friday September 10","Misr-MagentoDB1","26.55","1","HD#1: 512 GB","512","520.09391454793512821197509766"
"Friday September 10","Misr-MagentoDB2","26.12","1","HD#1: 512 GB","512","520.09374419227242469787597657"
"Friday September 10","Misr-MagentoWeb1","15.98","1","HD#1: 256 GB","256","264.09415414463728666305541992"
"Friday September 10","Frank-Roaya-WebSite","24.44","1","HD#1: 300 GB","300","308.08490187861025333404541015"
"Friday September 10","Frank-WP-WebSite","44.24","1","HD#1: 300 GB","300","342.59607462212443351745605469"
"Friday September 10","Sap Router","24.08","1","HD#1: 20 GB","20","24.081062011420726776123046875"
"Friday September 10","Misr-MagentoWeb2","18.14","1","HD#1: 256 GB","256","264.09316177573055028915405274"
"Friday September 10","Solex-demo-ectr","584.83","6","HD#1: 70 GB, HD#2: 250 GB, HD#3: 40 GB, HD#4: 20 GB, HD#5: 20 GB, HD#6: 450 GB","850","850.1013181107118725776672363"
"Friday September 10","Cloud Connector","24.08","1","HD#1: 20 GB","20","24.081352472305297851562500000"
"Friday September 10","SOLEX-SOLMAN-JAVA","123.51","1","HD#1: 300 GB","300","332.06123172771185636520385742"
"Friday September 10","test sophos","196.00","2","HD#1: 200 GB, HD#2: 40 GB","240","248.08652432076632976531982422"
"Friday September 10","ALFA-DAXRPT-COPY","633.27","1","HD#1: 650 GB","650","666.21661805361509323120117187"
"Friday September 10","Jump-server-Abdo","181.46","1","HD#1: 500 GB","500","516.08623008988797664642333984"
"Friday September 10","Mis-SAP-H-DB","1164.54","3","HD#1: 2500 GB, HD#2: 1843.20 GB, HD#3: 1843.20 GB","6186.4","6536.5381430806592106819152832"
"Friday September 10","MISR-TSMS","55.21","1","HD#1: 60 GB","60","68.086475732736289501190185547"
"Friday September 10","Jump-Server-Moataz","27.43","1","HD#1: 100 GB","100","116.08631076849997043609619141"
"Friday September 10","Mis-Prod-APP-copy","2293.91","3","HD#1: 100 GB, HD#2: 200 GB, HD#3: 1748 GB","2048","2304.1425456516444683074951172"
"Friday September 10","Misr-ERPPRDDB","3513.06","1","HD#1: 3072 GB","3072","3772.1785037918016314506530762"
"Friday September 10","RADUIS-Server","30.36","1","HD#1: 100 GB","100","108.08889580611139535903930664"
"Friday September 10","Mis-CAR-PRD APP Server","95.36","1","HD#1: 2048 GB","2048","2080.0944735771045088768005371"
"Friday September 10","sofos_virtual_vm8","24.85","2","HD#1: 16 GB, HD#2: 80 GB","96","100.07935318537056446075439453"
"Friday September 10","el batal crm","107.54","1","HD#1: 340 GB","340","372.09009078238159418106079101"
"Friday September 10","AWS-SMS-Connector","299.00","5","HD#1: 16 GB, HD#2: 8 GB, HD#3: 4 GB, HD#4: 250 GB, HD#5: 21.00 GB","299","301.19339378457516431808471679"
"Friday September 10","Mis-Manage","60.12","2","HD#1: 50 GB, HD#2: 500 GB","550","554.08011034037917852401733399"
"Friday September 10","MIS-CRM-PRD APP Server","426.78","3","HD#1: 1700 GB, HD#2: 100 GB, HD#3: 200 GB","2000","2096.1413748841732740402221680"
